label,origin_id,text_a,text_b
0,3394,If you can t get it right you don,t get a moment to do it again he said
0,3394,If you can t get it right you don t,get a moment to do it again he said
0,3394,If you can t get it right you don t get,a moment to do it again he said
0,3394,If you can t get it right you don t get a,moment to do it again he said
0,3394,If you can t get it right you don t get a moment,to do it again he said
0,3394,If you can t get it right you don t get a moment to,do it again he said
0,3394,If you can t get it right you don t get a moment to do,it again he said
0,3394,If you can t get it right you don t get a moment to do it,again he said
0,3394,If you can t get it right you don t get a moment to do it again,he said
0,3394,If you can t get it right you don t get a moment to do it again he,said
0,3395,Should people,be allowed to live on the streets if they want to
0,3395,Should people be,allowed to live on the streets if they want to
0,3395,Should people be allowed,to live on the streets if they want to
0,3395,Should people be allowed to,live on the streets if they want to
0,3395,Should people be allowed to live,on the streets if they want to
0,3395,Should people be allowed to live on,the streets if they want to
0,3395,Should people be allowed to live on the,streets if they want to
0,3395,Should people be allowed to live on the streets,if they want to
0,3395,Should people be allowed to live on the streets if,they want to
0,3395,Should people be allowed to live on the streets if they,want to
0,3395,Should people be allowed to live on the streets if they want,to
1,3396,when some,coins fell into the batter it turned out to be a rich cake
1,3396,when some coins,fell into the batter it turned out to be a rich cake
1,3396,when some coins fell,into the batter it turned out to be a rich cake
1,3396,when some coins fell into,the batter it turned out to be a rich cake
1,3396,when some coins fell into the,batter it turned out to be a rich cake
1,3396,when some coins fell into the batter,it turned out to be a rich cake
1,3396,when some coins fell into the batter it,turned out to be a rich cake
1,3396,when some coins fell into the batter it turned,out to be a rich cake
1,3396,when some coins fell into the batter it turned out,to be a rich cake
1,3396,when some coins fell into the batter it turned out to,be a rich cake
1,3396,when some coins fell into the batter it turned out to be,a rich cake
1,3396,when some coins fell into the batter it turned out to be a,rich cake
1,3396,when some coins fell into the batter it turned out to be a rich,cake
0,3397,He said,the decision was based on an attorney general s opinion of some years back
0,3397,He said the,decision was based on an attorney general s opinion of some years back
0,3397,He said the decision,was based on an attorney general s opinion of some years back
0,3397,He said the decision was,based on an attorney general s opinion of some years back
0,3397,He said the decision was based,on an attorney general s opinion of some years back
0,3397,He said the decision was based on,an attorney general s opinion of some years back
0,3397,He said the decision was based on an,attorney general s opinion of some years back
0,3397,He said the decision was based on an attorney,general s opinion of some years back
0,3397,He said the decision was based on an attorney general,s opinion of some years back
0,3397,He said the decision was based on an attorney general s,opinion of some years back
0,3397,He said the decision was based on an attorney general s opinion,of some years back
0,3397,He said the decision was based on an attorney general s opinion of,some years back
0,3397,He said the decision was based on an attorney general s opinion of some,years back
0,3397,He said the decision was based on an attorney general s opinion of some years,back
1,3398,people who,have a head like a sieve are usually re strained
1,3398,people who have,a head like a sieve are usually re strained
1,3398,people who have a,head like a sieve are usually re strained
1,3398,people who have a head,like a sieve are usually re strained
1,3398,people who have a head like,a sieve are usually re strained
1,3398,people who have a head like a,sieve are usually re strained
1,3398,people who have a head like a sieve,are usually re strained
1,3398,people who have a head like a sieve are,usually re strained
1,3398,people who have a head like a sieve are usually,re strained
1,3398,people who have a head like a sieve are usually re,strained
1,3399,selling gasoline,too cheaply would be fuelish
1,3399,selling gasoline too,cheaply would be fuelish
1,3399,selling gasoline too cheaply,would be fuelish
1,3399,selling gasoline too cheaply would,be fuelish
1,3399,selling gasoline too cheaply would be,fuelish
1,3400,the reason,for the mysterious fog near cape cod is hazy but when it disappears it won t be mist
